,0
F2S4_160630_003_A01,1872062
F2S4_160630_003_B01,1584895
F2S4_160630_003_C01,1692458
F2S4_160630_003_D01,1625326
F2S4_160630_003_E01,2715157
F2S4_160630_003_F01,1629505
F2S4_160630_003_G01,1786941
F2S4_160630_003_H01,1663422
F2S4_160701_030_A01,1866241
F2S4_160701_030_B01,1636577
F2S4_160701_030_C01,1776863
F2S4_160701_030_D01,1983387
F2S4_160701_030_E01,1580968
F2S4_160701_030_F01,1687010
F2S4_160701_030_G01,1726490
F2S4_160701_030_H01,1720725
F2S4_160701_031_A01,1967858
F2S4_160701_031_B01,1927644
F2S4_160701_031_C01,2041130
F2S4_160701_031_D01,1919572
F2S4_160701_031_E01,1795885
F2S4_160701_031_F01,1741623
F2S4_160701_031_G01,1850974
F2S4_160701_031_H01,1648848
F2S4_160701_032_A01,1322890
F2S4_160701_032_B01,820600
F2S4_160701_032_D01,1737682
F2S4_160701_032_E01,1578276
F2S4_160701_032_F01,544323
F2S4_160701_032_G01,1454183
F2S4_160701_032_H01,1373377
F2S4_160705_001_A01,1933728
F2S4_160705_001_B01,1968419
F2S4_160705_001_C01,2043920
F2S4_160705_001_E01,1643622
F2S4_160705_001_F01,1829380
F2S4_160705_001_H01,1891833
F2S4_160628_006_A01,1721919
F2S4_160628_006_B01,1547173
F2S4_160628_006_C01,1966445
F2S4_160628_006_D01,1519059
F2S4_160628_006_E01,1804668
F2S4_160628_006_F01,1911078
F2S4_160628_006_G01,1446582
F2S4_160628_006_H01,1656207
F2S4_160628_007_A01,1738943
F2S4_160628_007_B01,1724989
F2S4_160628_007_C01,1818241
F2S4_160628_007_E01,1712053
F2S4_160628_007_F01,1775921
F2S4_160628_007_G01,1949478
F2S4_160628_007_H01,1520281
F2S4_160628_008_A01,1735408
F2S4_160628_008_B01,1791452
F2S4_160628_008_C01,1996894
F2S4_160628_008_E01,1693538
F2S4_160628_008_F01,1813418
F2S4_160628_008_G01,1993880
F2S4_160628_008_H01,1871898
F2S4_160628_009_A01,1361885
F2S4_160628_009_B01,1748757
F2S4_160628_009_C01,1783550
F2S4_160628_009_D01,1553816
F2S4_160628_009_E01,953441
F2S4_160628_009_F01,1775267
F2S4_160628_009_G01,1695989
F2S4_160628_009_H01,1666126
F2S4_160628_010_A01,2105507
F2S4_160628_010_B01,1979023
F2S4_160628_010_C01,1973944
F2S4_160628_010_D01,1760302
F2S4_160628_010_E01,1903688
F2S4_160628_010_F01,1451528
F2S4_160628_010_G01,1771828
F2S4_160628_010_H01,1603433
F2S4_160629_012_A01,1836190
F2S4_160629_012_B01,1904561
F2S4_160629_012_C01,1672063
F2S4_160629_012_D01,1504969
F2S4_160629_012_E01,2031832
F2S4_160629_012_F01,1931819
F2S4_160629_012_G01,1748381
F2S4_160629_012_H01,1444064
F2S4_160629_013_A01,1942758
F2S4_160629_013_B01,1720238
F2S4_160629_013_C01,2019596
F2S4_160629_013_D01,1732850
F2S4_160629_013_E01,1824687
F2S4_160629_013_F01,2027861
F2S4_160629_013_G01,1568894
F2S4_160629_013_H01,1916364
F2S4_160629_014_A01,1879697
F2S4_160629_014_B01,2036752
F2S4_160629_014_C01,1873454
F2S4_160629_014_D01,2045268
F2S4_160629_014_E01,1888852
F2S4_160629_014_F01,1997447
F2S4_160629_014_G01,1710874
F2S4_160629_015_A01,1108991
F2S4_160629_015_B01,1323371
F2S4_160629_015_C01,1767768
F2S4_160629_015_D01,1914938
F2S4_160629_015_E01,2162088
F2S4_160629_015_F01,2009333
F2S4_160629_015_G01,1862448
F2S4_160629_015_H01,2093293
F2S4_160701_028_A01,1951739
F2S4_160701_028_B01,2002189
F2S4_160701_028_C01,1763113
F2S4_160701_028_D01,1863980
F2S4_160701_028_E01,1967645
F2S4_160701_028_F01,1991075
F2S4_160701_028_G01,1675689
F2S4_160701_028_H01,1689073
F2S4_160701_029_A01,1724862
F2S4_160701_029_B01,1832185
F2S4_160701_029_C01,1709178
F2S4_160701_029_D01,1574877
F2S4_160701_029_E01,1684063
F2S4_160701_029_F01,2046743
F2S4_160701_029_G01,1834292
F2S4_160701_029_H01,1932987
F2S4_160629_001_A01,1977699
F2S4_160629_001_B01,1699422
F2S4_160629_001_C01,1951040
F2S4_160629_001_D01,1722740
F2S4_160629_001_E01,1807195
F2S4_160629_001_F01,1832318
F2S4_160629_001_G01,1615567
F2S4_160629_001_H01,1873710
F2S4_160629_002_A01,1883685
F2S4_160629_002_B01,1718282
F2S4_160629_002_C01,1722077
F2S4_160629_002_D01,1756720
F2S4_160629_002_E01,1608832
F2S4_160629_002_F01,1957337
F2S4_160629_002_G01,1828176
F2S4_160629_002_H01,1838592
F2S4_160629_003_A01,2129890
F2S4_160629_003_B01,1843555
F2S4_160629_003_C01,1792192
F2S4_160629_003_D01,1694616
F2S4_160629_003_E01,1669828
F2S4_160629_003_F01,1762497
F2S4_160629_003_G01,1686435
F2S4_160629_003_H01,1955733
F2S4_160629_004_A01,1973403
F2S4_160629_004_B01,1891530
F2S4_160629_004_C01,1774709
F2S4_160629_004_D01,1866899
F2S4_160629_004_E01,993140
F2S4_160629_004_F01,1884273
F2S4_160629_004_G01,1555432
F2S4_160629_004_H01,1940388
F2S4_160629_016_A01,1890370
F2S4_160629_016_B01,2065639
F2S4_160629_016_C01,1815206
F2S4_160629_016_D01,1781479
F2S4_160629_016_E01,1741619
F2S4_160629_016_F01,1967041
F2S4_160629_016_G01,1607368
F2S4_160629_016_H01,1940082
F2S4_160629_017_A01,1855665
F2S4_160629_017_B01,1981259
F2S4_160629_017_C01,1981046
F2S4_160629_017_D01,1797179
F2S4_160629_017_E01,1245914
F2S4_160629_017_F01,1908017
F2S4_160629_017_H01,1965169
F2S4_160629_018_A01,1988190
F2S4_160629_018_B01,1833992
F2S4_160629_018_C01,1601158
F2S4_160629_018_D01,1766360
F2S4_160629_018_E01,1632457
F2S4_160629_018_F01,1648096
F2S4_160629_018_G01,1503678
F2S4_160629_018_H01,1685072
F2S4_160701_018_A01,1988559
F2S4_160701_018_B01,1933176
F2S4_160701_018_C01,1765193
F2S4_160701_018_D01,1886123
F2S4_160701_018_E01,1704471
F2S4_160701_018_F01,1904324
F2S4_160701_018_G01,1937342
F2S4_160701_018_H01,1807884
F2S4_160701_019_A01,2050937
F2S4_160701_019_B01,2186535
F2S4_160701_019_C01,2099828
F2S4_160701_019_D01,1917906
F2S4_160701_019_E01,1928661
F2S4_160701_019_F01,2293877
F2S4_160701_019_G01,2041732
F2S4_160701_019_H01,1882192
F2S4_160701_020_A01,1680978
F2S4_160701_020_B01,1940332
F2S4_160701_020_C01,1861604
F2S4_160701_020_D01,1873487
F2S4_160701_020_E01,1937267
F2S4_160701_020_F01,2089080
F2S4_160701_020_G01,1692558
F2S4_160701_020_H01,1704367
F2S4_160701_021_A01,1974744
F2S4_160701_021_B01,2064355
F2S4_160701_021_C01,2192615
F2S4_160701_021_D01,1960761
F2S4_160701_021_E01,1700239
F2S4_160701_021_F01,2054821
F2S4_160701_021_G01,1929009
F2S4_160701_021_H01,2056434
F2S4_160629_005_A01,1958189
F2S4_160629_005_B01,1840695
F2S4_160629_005_C01,1604310
F2S4_160629_005_D01,1729265
F2S4_160629_005_E01,1851099
F2S4_160629_005_F01,1726604
F2S4_160629_005_G01,1683660
F2S4_160629_005_H01,1646835
F2S4_160629_006_B01,1998031
F2S4_160629_006_C01,1793783
F2S4_160629_006_D01,1596322
F2S4_160629_006_E01,1667195
F2S4_160629_006_F01,1586586
F2S4_160629_006_G01,1516796
F2S4_160629_006_H01,1684447
F2S4_160629_019_A01,1918894
F2S4_160629_019_B01,2046766
F2S4_160629_019_C01,2052394
F2S4_160629_019_E01,1889470
F2S4_160629_019_F01,1647319
F2S4_160629_019_H01,1964209
F2S4_160629_020_A01,1237686
F2S4_160629_020_B01,1725379
F2S4_160629_020_C01,1459527
F2S4_160629_020_E01,1193346
F2S4_160629_020_F01,1984521
F2S4_160629_020_G01,1728335
F2S4_160629_020_H01,1826809
F2S4_160630_004_A01,1798741
F2S4_160630_004_B01,987025
F2S4_160630_004_C01,1903959
F2S4_160630_004_E01,1854747
F2S4_160630_004_F01,1999784
F2S4_160630_004_G01,1949215
F2S4_160630_004_H01,1598342
F2S4_160701_022_A01,2176960
F2S4_160701_022_B01,2253793
F2S4_160701_022_C01,2023223
F2S4_160701_022_D01,1670502
F2S4_160701_022_E01,1595955
F2S4_160701_022_F01,1993883
F2S4_160701_022_G01,1687321
F2S4_160701_022_H01,1718258
F2S4_160701_023_A01,2088291
F2S4_160701_023_B01,2007690
F2S4_160701_023_C01,1763477
F2S4_160701_023_D01,1849932
F2S4_160701_023_E01,1789796
F2S4_160701_023_F01,1961627
F2S4_160701_023_G01,1434493
F2S4_160701_023_H01,1622217
F2S4_160701_024_A01,1976121
F2S4_160701_024_B01,1986013
F2S4_160701_024_C01,1963232
F2S4_160701_024_E01,1905238
F2S4_160701_024_F01,1996306
F2S4_160701_024_G01,1732123
F2S4_160701_024_H01,1971441
F2S4_160701_025_A01,1854831
F2S4_160701_025_B01,1970833
F2S4_160701_025_C01,2376944
F2S4_160701_025_D01,1950227
F2S4_160701_025_E01,2153844
F2S4_160701_025_F01,2092836
F2S4_160701_025_G01,1946621
F2S4_160701_025_H01,1959182
F2S4_160701_026_A01,1719413
F2S4_160701_026_B01,1979719
F2S4_160701_026_C01,1593838
F2S4_160701_026_D01,1808566
F2S4_160701_026_E01,1726384
F2S4_160701_026_F01,2060190
F2S4_160701_026_H01,1772332
F2S4_160701_027_A01,1986318
F2S4_160701_027_B01,2005314
F2S4_160701_027_C01,1849068
F2S4_160701_027_D01,1948624
F2S4_160701_027_E01,1883820
F2S4_160701_027_F01,1861104
F2S4_160701_027_G01,1938943
F2S4_160701_027_H01,1911032
F2S4_160706_015_A01,1735007
F2S4_160706_015_B01,1653022
F2S4_160706_015_C01,1404172
F2S4_160706_015_D01,1350443
F2S4_160706_015_E01,1348747
F2S4_160706_015_F01,1672328
F2S4_160706_015_G01,1301006
F2S4_160706_015_H01,1384787
F2S4_160706_016_A01,1590246
F2S4_160706_016_B01,1382624
F2S4_160706_016_D01,1381642
F2S4_160706_016_E01,1467693
F2S4_160706_016_F01,1518080
F2S4_160706_016_G01,1428041
F2S4_160706_016_H01,1445829
F2S4_160706_017_A01,1566622
F2S4_160706_017_B01,1584106
F2S4_160706_017_C01,1538400
F2S4_160706_017_D01,1343291
F2S4_160706_017_E01,928325
F2S4_160706_017_F01,1401071
F2S4_160706_017_G01,1323169
F2S4_160706_017_H01,1689751
F2S4_160706_018_A01,1901371
F2S4_160706_018_B01,1817975
F2S4_160706_018_C01,1675622
F2S4_160706_018_D01,1462326
F2S4_160706_018_E01,1485882
F2S4_160706_018_F01,1728203
F2S4_160706_018_G01,1550147
F2S4_160706_018_H01,1413667
F2S4_160706_027_A01,1469905
F2S4_160706_027_B01,1856611
F2S4_160706_027_C01,1780666
F2S4_160706_027_D01,1541979
F2S4_160706_027_E01,1539025
F2S4_160706_027_F01,1474898
F2S4_160706_027_G01,1519933
F2S4_160706_027_H01,1514703
F2S4_160706_028_A01,1709565
F2S4_160706_028_B01,1968750
F2S4_160706_028_C01,1642838
F2S4_160706_028_D01,1682498
F2S4_160706_028_E01,1741562
F2S4_160706_028_F01,1747523
F2S4_160706_028_G01,1575722
F2S4_160706_028_H01,1418203
F2S4_160706_029_A01,1800321
F2S4_160706_029_B01,2025165
F2S4_160706_029_C01,1660555
F2S4_160706_029_D01,1636043
F2S4_160706_029_E01,1399092
F2S4_160706_029_F01,1535955
F2S4_160706_029_G01,1433939
F2S4_160706_029_H01,1484859
F2S4_160706_030_A01,1910323
F2S4_160706_030_B01,1670837
F2S4_160706_030_C01,1740356
F2S4_160706_030_D01,1380444
F2S4_160706_030_E01,1590000
F2S4_160706_030_F01,1559872
F2S4_160706_030_G01,1569317
F2S4_160706_030_H01,1476092
F2S4_160706_031_A01,1992808
F2S4_160706_031_B01,1966872
F2S4_160706_031_C01,1942278
F2S4_160706_031_D01,1789148
F2S4_160706_031_E01,1891509
F2S4_160706_031_F01,1737667
F2S4_160706_031_G01,1808693
F2S4_160706_031_H01,1603192
F2S4_160706_032_A01,1808091
F2S4_160706_032_B01,1479873
F2S4_160706_032_C01,1723554
F2S4_160706_032_D01,1724791
F2S4_160706_032_E01,1552630
F2S4_160706_032_F01,1422582
F2S4_160706_032_G01,1428268
F2S4_160706_032_H01,1450740
F2S4_160706_033_A01,2055719
F2S4_160706_033_B01,1544538
F2S4_160706_033_C01,1968356
F2S4_160706_033_D01,1329585
F2S4_160706_033_E01,1622805
F2S4_160706_033_F01,1616488
F2S4_160706_033_G01,1587648
F2S4_160706_033_H01,1569171
F2S4_160706_037_A01,1902314
F2S4_160706_037_B01,1609840
F2S4_160706_037_C01,1571746
F2S4_160706_037_D01,1454107
F2S4_160706_037_E01,177956
F2S4_160706_037_F01,1758952
F2S4_160706_037_G01,1400419
F2S4_160706_037_H01,1472351
F2S4_160706_038_A01,2005442
F2S4_160706_038_B01,1459733
F2S4_160706_038_C01,1788294
F2S4_160706_038_D01,1595400
F2S4_160706_038_E01,1521901
F2S4_160706_038_F01,1675952
F2S4_160706_038_G01,1594567
F2S4_160706_038_H01,1306672
F2S4_160706_039_A01,1535968
F2S4_160706_039_B01,1600439
F2S4_160706_039_D01,1636708
F2S4_160706_039_E01,1535815
F2S4_160706_039_F01,1630734
F2S4_160706_039_G01,1539148
F2S4_160706_039_H01,1404965
F2S4_160706_060_A01,1966358
F2S4_160706_060_B01,1732388
F2S4_160706_060_C01,1730028
F2S4_160706_060_D01,1848405
F2S4_160706_060_E01,1196407
F2S4_160706_060_F01,1743946
F2S4_160706_060_G01,1670162
F2S4_160706_060_H01,1614435
F2S4_160706_061_A01,1945177
F2S4_160706_061_B01,1866418
F2S4_160706_061_C01,1498280
F2S4_160706_061_D01,1654732
F2S4_160706_061_E01,1831143
F2S4_160706_061_F01,1804696
F2S4_160706_061_G01,1792184
F2S4_160706_061_H01,1581136
F2S4_160706_062_A01,1754698
F2S4_160706_062_B01,1785941
F2S4_160706_062_C01,1851304
F2S4_160706_062_D01,1645531
F2S4_160706_062_E01,1664442
F2S4_160706_062_F01,1845010
F2S4_160706_062_G01,1699094
F2S4_160706_062_H01,1724373
F2S4_160706_063_A01,1471194
F2S4_160706_063_B01,1858481
F2S4_160706_063_C01,1783038
F2S4_160706_063_D01,1947130
F2S4_160706_063_E01,1853861
F2S4_160706_063_F01,1731171
F2S4_160706_063_G01,1655994
F2S4_160706_063_H01,1654818
F2S4_160706_064_A01,1896990
F2S4_160706_064_B01,2068265
F2S4_160706_064_C01,2057212
F2S4_160706_064_D01,1730591
F2S4_160706_064_E01,1843896
F2S4_160706_064_F01,1841462
F2S4_160706_064_G01,1747661
F2S4_160706_064_H01,1784721
F2S4_160707_008_A01,1912697
F2S4_160707_008_B01,2004689
F2S4_160707_008_C01,1996889
F2S4_160707_008_D01,1877573
F2S4_160707_008_E01,1816283
F2S4_160707_008_F01,1914144
F2S4_160707_008_H01,1668229
F2S4_160707_009_A01,1528569
F2S4_160707_009_B01,1366204
F2S4_160707_009_C01,1777044
F2S4_160707_009_D01,1726434
F2S4_160707_009_E01,1829745
F2S4_160707_009_F01,1850476
F2S4_160707_009_G01,1729039
F2S4_160707_009_H01,1546792
F2S4_160707_010_A01,1790160
F2S4_160707_010_B01,1663216
F2S4_160707_010_C01,1620295
F2S4_160707_010_D01,1739872
F2S4_160707_010_E01,1857670
F2S4_160707_010_F01,1264479
F2S4_160707_010_G01,1538957
F2S4_160707_010_H01,1496035
F2S4_160706_040_A01,1656111
F2S4_160706_040_B01,1476448
F2S4_160706_040_C01,1465538
F2S4_160706_040_D01,1406714
F2S4_160706_040_E01,1552750
F2S4_160706_040_F01,1617058
F2S4_160706_040_G01,1631105
F2S4_160706_040_H01,1737183
F2S4_160706_041_A01,1960374
F2S4_160706_041_B01,1637708
F2S4_160706_041_C01,1547629
F2S4_160706_041_D01,1502730
F2S4_160706_041_E01,1459116
F2S4_160706_041_F01,1650983
F2S4_160706_041_G01,1504441
F2S4_160706_041_H01,968498
F2S4_160706_042_A01,1623026
F2S4_160706_042_B01,1567338
F2S4_160706_042_C01,1362808
F2S4_160706_042_D01,1708424
F2S4_160706_042_E01,1412901
F2S4_160706_042_F01,1661325
F2S4_160706_042_G01,1453895
F2S4_160706_042_H01,1442506
F2S4_160706_043_A01,1510628
F2S4_160706_043_B01,1551788
F2S4_160706_043_C01,1513581
F2S4_160706_043_D01,1697146
F2S4_160706_043_E01,798797
F2S4_160706_043_F01,1383803
F2S4_160706_043_G01,1441053
F2S4_160706_043_H01,1529274
F2S4_160706_044_A01,1365559
F2S4_160706_044_B01,1517023
F2S4_160706_044_C01,1556923
F2S4_160706_044_D01,1586896
F2S4_160706_044_E01,1600432
F2S4_160706_044_F01,1552177
F2S4_160706_044_G01,1487938
F2S4_160706_044_H01,1474941
F2S4_160706_045_A01,1548757
F2S4_160706_045_B01,1570333
F2S4_160706_045_C01,1644237
F2S4_160706_045_D01,1626307
F2S4_160706_045_E01,1507545
F2S4_160706_045_F01,1830689
F2S4_160706_045_G01,1464325
F2S4_160706_045_H01,1294658
F2S4_160706_057_A01,1569980
F2S4_160706_057_B01,1370999
F2S4_160706_057_C01,1596891
F2S4_160706_057_D01,2339323
F2S4_160706_057_E01,1413338
F2S4_160706_057_F01,1507620
F2S4_160706_057_G01,1535746
F2S4_160706_057_H01,1577840
F2S4_160706_058_A01,1692013
F2S4_160706_058_B01,868928
F2S4_160706_058_C01,1940777
F2S4_160706_058_D01,1590935
F2S4_160706_058_E01,1318837
F2S4_160706_058_F01,1516231
F2S4_160706_058_G01,1629529
F2S4_160706_058_H01,1676455
F2S4_160706_059_A01,1612308
F2S4_160706_059_B01,1544357
F2S4_160706_059_C01,1670887
F2S4_160706_059_D01,1444558
F2S4_160706_059_E01,1450052
F2S4_160706_059_F01,1734557
F2S4_160706_059_G01,1538546
F2S4_160706_059_H01,1358792
F2S4_160707_006_A01,1492489
F2S4_160707_006_B01,1531344
F2S4_160707_006_C01,1508750
F2S4_160707_006_D01,1423412
F2S4_160707_006_E01,1658828
F2S4_160707_006_F01,1452012
F2S4_160707_006_G01,1270837
F2S4_160707_006_H01,1410975
F2S4_160707_007_A01,1324274
F2S4_160707_007_B01,1112797
F2S4_160707_007_C01,1651214
F2S4_160707_007_D01,1518152
F2S4_160707_007_E01,1499487
F2S4_160707_007_F01,1614434
F2S4_160707_007_G01,1580443
F2S4_160707_007_H01,1681407
F2S4_160706_001_A01,1798336
F2S4_160706_001_B01,1501699
F2S4_160706_001_C01,1722274
F2S4_160706_001_D01,1693408
F2S4_160706_001_E01,1650338
F2S4_160706_001_F01,1588657
F2S4_160706_001_G01,1620257
F2S4_160706_001_H01,1559455
F2S4_160706_002_A01,1637230
F2S4_160706_002_B01,1556808
F2S4_160706_002_C01,1777980
F2S4_160706_002_D01,1664250
F2S4_160706_002_E01,1687514
F2S4_160706_002_F01,1916980
F2S4_160706_002_G01,1796719
F2S4_160706_002_H01,2183938
F2S4_160706_003_A01,2024186
F2S4_160706_003_B01,1672092
F2S4_160706_003_C01,1611586
F2S4_160706_003_D01,1934939
F2S4_160706_003_E01,1807422
F2S4_160706_003_F01,1776740
F2S4_160706_003_G01,1635731
F2S4_160706_003_H01,1266465
F2S4_160706_004_A01,1750509
F2S4_160706_004_B01,1536335
F2S4_160706_004_C01,1673896
F2S4_160706_004_D01,1639128
F2S4_160706_004_E01,931629
F2S4_160706_004_F01,1878097
F2S4_160706_004_G01,1785651
F2S4_160706_004_H01,1600192
F2S4_160706_005_A01,1591008
F2S4_160706_005_B01,1416699
F2S4_160706_005_C01,1609499
F2S4_160706_005_D01,1496493
F2S4_160706_005_E01,1450328
F2S4_160706_005_F01,1660279
F2S4_160706_005_G01,1734127
F2S4_160706_005_H01,1295878
F2S4_160707_001_A01,1521446
F2S4_160707_001_B01,1510636
F2S4_160707_001_C01,1617035
F2S4_160707_001_D01,1075835
F2S4_160707_001_E01,1564048
F2S4_160707_001_F01,1920178
F2S4_160707_001_G01,1680800
F2S4_160707_001_H01,1281091
F2S4_160707_002_A01,1544652
F2S4_160707_002_B01,1446806
F2S4_160707_002_C01,1755445
F2S4_160707_002_D01,1435062
F2S4_160707_002_E01,1626534
F2S4_160707_002_F01,1659466
F2S4_160707_002_G01,1659834
F2S4_160707_002_H01,1403548
F2S4_160707_003_A01,1753442
F2S4_160707_003_B01,1436660
F2S4_160707_003_C01,1485966
F2S4_160707_003_D01,1421002
F2S4_160707_003_E01,1595029
F2S4_160707_003_F01,1632887
F2S4_160707_003_G01,1489697
F2S4_160707_003_H01,1494621
F2S4_160708_004_A01,1364908
F2S4_160708_004_B01,1598128
F2S4_160708_004_C01,810534
F2S4_160708_004_D01,1596505
F2S4_160708_004_E01,1783004
F2S4_160708_004_F01,1897998
F2S4_160708_004_G01,1713156
F2S4_160708_004_H01,1729297
F2S4_160708_005_A01,1634770
F2S4_160708_005_B01,1517386
F2S4_160708_005_C01,1819505
F2S4_160708_005_D01,1518022
F2S4_160708_005_E01,1889841
F2S4_160708_005_F01,2004001
F2S4_160708_005_G01,1584731
F2S4_160708_005_H01,1501173
F2S4_160708_006_A01,1496762
F2S4_160708_006_B01,1395877
F2S4_160708_006_C01,1459236
F2S4_160708_006_D01,1668024
F2S4_160708_006_E01,1824650
F2S4_160708_006_F01,1587408
F2S4_160708_006_G01,1639302
F2S4_160708_006_H01,1509008
F2S4_160706_006_A01,2238401
F2S4_160706_006_B01,1519052
F2S4_160706_006_C01,1757819
F2S4_160706_006_D01,1744964
F2S4_160706_006_E01,1531993
F2S4_160706_006_F01,1722413
F2S4_160706_006_G01,1741070
F2S4_160706_006_H01,1753382
F2S4_160706_007_A01,1788677
F2S4_160706_007_B01,1708782
F2S4_160706_007_C01,1943525
F2S4_160706_007_D01,1791190
F2S4_160706_007_E01,1791823
F2S4_160706_007_F01,1750258
F2S4_160706_007_G01,1593305
F2S4_160706_007_H01,1681016
F2S4_160706_008_A01,1668754
F2S4_160706_008_B01,1557803
F2S4_160706_008_C01,1758504
F2S4_160706_008_D01,1938703
F2S4_160706_008_E01,1596456
F2S4_160706_008_F01,1908690
F2S4_160706_008_G01,1684930
F2S4_160706_008_H01,1490522
F2S4_160706_009_A01,1801569
F2S4_160706_009_B01,1765438
F2S4_160706_009_C01,1777599
F2S4_160706_009_D01,1941869
F2S4_160706_009_E01,1121857
F2S4_160706_009_F01,2012320
F2S4_160706_009_G01,1828746
F2S4_160706_009_H01,1796632
F2S4_160706_019_A01,1583330
F2S4_160706_019_B01,1852259
F2S4_160706_019_C01,1778829
F2S4_160706_019_D01,1034980
F2S4_160706_019_E01,1535521
F2S4_160706_019_F01,1674820
F2S4_160706_019_G01,2024654
F2S4_160706_019_H01,1537710
F2S4_160706_020_A01,1893157
F2S4_160706_020_B01,1895599
F2S4_160706_020_C01,1825563
F2S4_160706_020_D01,1613136
F2S4_160706_020_E01,1922405
F2S4_160706_020_F01,1716158
F2S4_160706_020_G01,1949783
F2S4_160706_020_H01,1632420
F2S4_160706_021_A01,1531895
F2S4_160706_021_B01,1794112
F2S4_160706_021_C01,1577398
F2S4_160706_021_D01,1469991
F2S4_160706_021_E01,1653188
F2S4_160706_021_F01,1486737
F2S4_160706_021_G01,1553623
F2S4_160706_021_H01,1666079
F2S4_160706_022_A01,1775973
F2S4_160706_022_B01,1594559
F2S4_160706_022_C01,1599945
F2S4_160706_022_D01,1559587
F2S4_160706_022_E01,1566104
F2S4_160706_022_F01,1454431
F2S4_160706_022_G01,1592223
F2S4_160706_022_H01,1502597
F2S4_160706_034_A01,1908449
F2S4_160706_034_B01,1809119
F2S4_160706_034_E01,2032616
F2S4_160706_034_F01,1960492
F2S4_160706_034_G01,2032913
F2S4_160706_034_H01,1710349
F2S4_160706_035_A01,1945612
F2S4_160706_035_B01,1748460
F2S4_160706_035_C01,2098775
F2S4_160706_035_D01,2031532
F2S4_160706_035_E01,2147859
F2S4_160706_035_F01,2099902
F2S4_160706_035_G01,2015022
F2S4_160706_035_H01,1811423
F2S4_160706_036_A01,1880386
F2S4_160706_036_B01,1802782
F2S4_160706_036_C01,1855338
F2S4_160706_036_D01,2063277
F2S4_160706_036_E01,2011083
F2S4_160706_036_F01,1761286
F2S4_160706_036_G01,1805144
F2S4_160706_036_H01,1802358
F2S4_160701_047_A01,1425924
F2S4_160701_047_B01,1838983
F2S4_160701_047_C01,1636121
F2S4_160701_047_D01,1695098
F2S4_160701_047_E01,1617769
F2S4_160701_047_F01,1369731
F2S4_160701_047_G01,1581417
F2S4_160701_047_H01,1186984
F2S4_160706_010_A01,1605379
F2S4_160706_010_B01,1573101
F2S4_160706_010_C01,1509100
F2S4_160706_010_D01,1537151
F2S4_160706_010_E01,1380780
F2S4_160706_010_F01,1297663
F2S4_160706_010_G01,1491394
F2S4_160706_010_H01,1248094
F2S4_160706_011_A01,1663154
F2S4_160706_011_B01,1705114
F2S4_160706_011_C01,1539792
F2S4_160706_011_D01,1411931
F2S4_160706_011_E01,974892
F2S4_160706_011_F01,1481632
F2S4_160706_011_G01,1457121
F2S4_160706_011_H01,1628191
F2S4_160706_012_A01,1411666
F2S4_160706_012_B01,1479056
F2S4_160706_012_C01,1966211
F2S4_160706_012_D01,1685067
F2S4_160706_012_E01,1736452
F2S4_160706_012_F01,1663037
F2S4_160706_012_G01,1898579
F2S4_160706_012_H01,1685963
F2S4_160706_013_A01,1560051
F2S4_160706_013_B01,1389915
F2S4_160706_013_C01,1637875
F2S4_160706_013_D01,1609863
F2S4_160706_013_E01,1773204
F2S4_160706_013_F01,2028541
F2S4_160706_013_G01,1648644
F2S4_160706_013_H01,1557495
F2S4_160706_014_A01,1380322
F2S4_160706_014_B01,1531871
F2S4_160706_014_C01,1615132
F2S4_160706_014_D01,1579047
F2S4_160706_014_E01,1626941
F2S4_160706_014_F01,1502176
F2S4_160706_014_G01,1847008
F2S4_160706_014_H01,1553579
F2S4_160707_004_A01,1390930
F2S4_160707_004_B01,1473349
F2S4_160707_004_C01,1254548
F2S4_160707_004_D01,1601959
F2S4_160707_004_E01,1735409
F2S4_160707_004_F01,1440795
F2S4_160707_004_G01,1754891
F2S4_160707_004_H01,1368258
F2S4_160707_005_A01,1560235
F2S4_160707_005_B01,1557491
F2S4_160707_005_C01,1657633
F2S4_160707_005_D01,1875761
F2S4_160707_005_E01,1659741
F2S4_160707_005_F01,1233471
F2S4_160707_005_G01,1799606
F2S4_160707_005_H01,1736259
F2S4_160708_001_A01,1656199
F2S4_160708_001_B01,1915684
F2S4_160708_001_C01,2028568
F2S4_160708_001_D01,1993033
F2S4_160708_001_E01,1765938
F2S4_160708_001_F01,2130128
F2S4_160708_001_G01,1797451
F2S4_160708_001_H01,1642368
F2S4_160708_002_A01,1801042
F2S4_160708_002_B01,1712294
F2S4_160708_002_C01,1328144
F2S4_160708_002_D01,1817474
F2S4_160708_002_E01,1639332
F2S4_160708_002_F01,1775464
F2S4_160708_002_G01,1885977
F2S4_160708_002_H01,1684885
F2S4_160708_003_A01,1610351
F2S4_160708_003_B01,1925613
F2S4_160708_003_C01,1796544
F2S4_160708_003_D01,1916761
F2S4_160708_003_E01,1755787
F2S4_160708_003_F01,1159237
F2S4_160708_003_G01,1842141
F2S4_160708_003_H01,1525690
F2S4_160706_046_A01,2095805
F2S4_160706_046_B01,1819563
F2S4_160706_046_C01,1826361
F2S4_160706_046_D01,2081065
F2S4_160706_046_E01,1626260
F2S4_160706_046_F01,2100061
F2S4_160706_046_G01,2092900
F2S4_160706_046_H01,2058630
F2S4_160706_047_A01,1788182
F2S4_160706_047_B01,1881844
F2S4_160706_047_C01,1716029
