,0
F2S4_151223_003_A01,1796717
F2S4_151223_003_B01,1904514
F2S4_151223_003_C01,1614518
F2S4_151223_003_D01,1842756
F2S4_151223_003_E01,2072224
F2S4_151223_003_F01,1793175
F2S4_151223_003_G01,1297715
F2S4_151223_003_H01,1664772
F1S4_160108_001_A01,1780011
F1S4_160108_001_B01,1952450
F1S4_160108_001_C01,2019388
F1S4_160108_001_D01,2321823
F1S4_160108_001_E01,1790322
F1S4_160108_001_F01,1886420
F1S4_160108_001_G01,1909349
F1S4_160108_001_H01,1810225
F1S4_160108_002_A01,1529835
F1S4_160108_002_B01,1734855
F1S4_160108_002_C01,1868932
F1S4_160108_002_D01,1389449
F1S4_160108_002_E01,1809137
F1S4_160108_002_F01,1559146
F1S4_160108_002_G01,1425963
F1S4_160108_002_H01,1700780
F1S4_160108_008_A01,2261662
F1S4_160108_008_B01,1920896
F1S4_160108_008_C01,1883625
F1S4_160108_008_D01,1558701
F1S4_160108_008_E01,1598447
F1S4_160108_008_F01,1791403
F1S4_160108_008_G01,1548348
F1S4_160108_008_H01,1561610
F1S4_160108_013_A01,1716400
F1S4_160108_013_B01,1456807
F1S4_160108_013_C01,1606405
F1S4_160108_013_D01,1351983
F1S4_160108_013_E01,1626408
F1S4_160108_013_F01,1833760
F1S4_160108_013_G01,1807618
F1S4_160108_013_H01,1856193
F1S4_160108_014_A01,1819734
F1S4_160108_014_B01,1616883
F1S4_160108_014_C01,1848293
F1S4_160108_014_D01,1883394
F1S4_160108_014_E01,1600886
F1S4_160108_014_F01,1488225
F1S4_160108_014_G01,1641467
F1S4_160108_014_H01,1299758
F2S4_160113_001_A01,1747390
F2S4_160113_001_B01,2043934
F2S4_160113_001_C01,1682116
F2S4_160113_001_D01,1551180
F2S4_160113_001_E01,1521872
F2S4_160113_001_F01,1406248
F2S4_160113_001_G01,1649142
F2S4_160113_001_H01,1781961
F2S4_160113_002_A01,1901957
F2S4_160113_002_B01,1827338
F2S4_160113_002_C01,1278079
F2S4_160113_002_D01,1841314
F2S4_160113_002_E01,1617243
F2S4_160113_002_F01,1591375
F2S4_160113_002_G01,1986823
F2S4_160113_002_H01,1443930
F2S4_160113_003_A01,1689468
F2S4_160113_003_B01,1549852
F2S4_160113_003_C01,1651519
F2S4_160113_003_D01,2117210
F2S4_160113_003_E01,1582269
F2S4_160113_003_F01,1747650
F2S4_160113_003_G01,1735904
F2S4_160113_003_H01,1695853
F2S4_160113_004_A01,1746699
F2S4_160113_004_B01,1571359
F2S4_160113_004_C01,1909635
F2S4_160113_004_D01,571250
F2S4_160113_004_E01,1725749
F2S4_160113_004_F01,1857119
F2S4_160113_004_G01,1750673
F2S4_160113_004_H01,1838841
F2S4_160120_005_A01,924427
F2S4_160120_005_B01,1450744
F2S4_160120_005_C01,1343400
F2S4_160120_005_D01,1674041
F2S4_160120_005_E01,1482590
F2S4_160120_005_F01,1665505
F2S4_160120_005_G01,1791899
F2S4_160120_005_H01,1439660
F2S4_160120_010_A01,1181273
F2S4_160120_010_B01,1230244
F2S4_160120_010_C01,1653662
F2S4_160120_010_D01,1590939
F2S4_160120_010_E01,1534085
F2S4_160120_010_F01,1855750
F2S4_160120_010_G01,1688352
F2S4_160120_010_H01,482671
F2S4_160113_009_A01,1623186
F2S4_160113_009_B01,1580070
F2S4_160113_009_C01,1568011
F2S4_160113_009_D01,1790365
F2S4_160113_009_E01,1681365
F2S4_160113_009_F01,1328564
F2S4_160113_009_G01,1215008
F2S4_160113_009_H01,1186372
F2S4_160113_010_A01,1047151
F2S4_160113_010_B01,1366957
F2S4_160113_010_C01,1722403
F2S4_160113_010_D01,1212724
F2S4_160113_010_E01,1440445
F2S4_160113_010_F01,1516925
F2S4_160113_010_G01,2095357
F2S4_160113_010_H01,1792410
F2S4_160113_011_A01,1209012
F2S4_160113_011_B01,1281276
F2S4_160113_011_C01,1697927
F2S4_160113_011_D01,1870740
F2S4_160113_011_E01,1265783
F2S4_160113_011_F01,1466351
F2S4_160113_011_G01,1077823
F2S4_160113_011_H01,1422806
F2S4_160113_023_A01,1539418
F2S4_160113_023_B01,1421035
F2S4_160113_023_C01,1350718
F2S4_160113_023_D01,1423674
F2S4_160113_023_E01,1669998
F2S4_160113_023_F01,1614891
F2S4_160113_023_G01,1488036
F2S4_160113_023_H01,1630530
F2S4_160113_024_A01,1830690
F2S4_160113_024_B01,1838026
F2S4_160113_024_C01,1484366
F2S4_160113_024_D01,2340394
F2S4_160113_024_E01,2123995
F2S4_160113_024_F01,1875448
F2S4_160113_024_G01,1668005
F2S4_160113_024_H01,1448195
F2S4_160114_001_A01,1824984
F2S4_160114_001_B01,1431796
F2S4_160114_001_C01,1559099
F2S4_160114_001_D01,1521140
F2S4_160114_001_E01,1809870
F2S4_160114_001_F01,1692311
F2S4_160114_001_G01,1297324
F2S4_160114_001_H01,1489475
F2S4_160114_002_A01,1365530
F2S4_160114_002_B01,1637351
F2S4_160114_002_C01,1402321
F2S4_160114_002_D01,1309672
F2S4_160114_002_E01,1313389
F2S4_160114_002_F01,1379129
F2S4_160114_002_G01,1365025
F2S4_160114_002_H01,1400199
F2S4_160114_003_A01,1306632
F2S4_160114_003_B01,1334162
F2S4_160114_003_C01,1554633
F2S4_160114_003_D01,1527683
F2S4_160114_003_E01,1261076
F2S4_160114_003_F01,1517751
F2S4_160114_003_G01,1467478
F2S4_160114_003_H01,1380107
F2S4_160114_004_A01,1726680
F2S4_160114_004_B01,1512218
F2S4_160114_004_C01,1564411
F2S4_160114_004_D01,1583418
F2S4_160114_004_E01,1538010
F2S4_160114_004_F01,1262619
F2S4_160114_004_G01,1486278
F2S4_160114_004_H01,1622811
F2S4_160114_007_A01,2053473
F2S4_160114_007_B01,1809956
F2S4_160114_007_C01,1589639
F2S4_160114_007_E01,1082831
F2S4_160114_007_F01,1409378
F2S4_160114_007_G01,1471325
F2S4_160114_007_H01,1188644
F2S4_160114_008_A01,1536427
F2S4_160114_008_B01,1755946
F2S4_160114_008_C01,1595100
F2S4_160114_008_D01,1786293
F2S4_160114_008_E01,2303115
F2S4_160114_008_F01,1955284
F2S4_160114_008_G01,1561063
F2S4_160114_008_H01,1691558
F2S4_160114_009_A01,1682795
F2S4_160114_009_B01,1958890
F2S4_160114_009_C01,1747020
F2S4_160114_009_D01,1566988
F2S4_160114_009_E01,2065784
F2S4_160114_009_F01,1294756
F2S4_160114_009_G01,1937238
F2S4_160114_009_H01,1599157
F2S4_160114_010_A01,1471027
F2S4_160114_010_B01,1690002
F2S4_160114_010_C01,1611259
F2S4_160114_010_D01,1214252
F2S4_160114_010_E01,1773986
F2S4_160114_010_F01,1608337
F2S4_160114_010_G01,1640409
F2S4_160114_010_H01,1586881
F2S4_160114_011_A01,1251979
F2S4_160114_011_B01,1691411
F2S4_160114_011_C01,1442320
F2S4_160114_011_D01,1441919
F2S4_160114_011_E01,1131020
F2S4_160114_011_F01,1397783
F2S4_160114_011_G01,1721617
F2S4_160114_011_H01,1347853
F2S4_160114_012_A01,1532177
F2S4_160114_012_B01,1596914
F2S4_160114_012_C01,1811411
F2S4_160114_012_D01,1999287
F2S4_160114_012_E01,2341363
F2S4_160114_012_F01,1638883
F2S4_160114_012_G01,1455872
F2S4_160114_012_H01,1283516
F2S4_160114_016_A01,1230247
F2S4_160114_016_B01,1392802
F2S4_160114_016_C01,1558932
F2S4_160114_016_D01,1527841
F2S4_160114_016_E01,1729417
F2S4_160114_016_F01,2428344
F2S4_160114_016_G01,1849347
F2S4_160114_016_H01,1453882
F2S4_160114_017_A01,1357321
F2S4_160114_017_B01,1329852
F2S4_160114_017_C01,1198005
F2S4_160114_017_D01,1650818
F2S4_160114_017_E01,1155437
F2S4_160114_017_F01,2086439
F2S4_160114_017_G01,1837988
F2S4_160114_017_H01,1416820
F2S4_160114_018_A01,1663712
F2S4_160114_018_B01,1340855
F2S4_160114_018_C01,1565306
F2S4_160114_018_D01,3126207
F2S4_160114_018_E01,2383589
F2S4_160114_018_F01,1688546
F2S4_160114_018_G01,1192378
F2S4_160114_018_H01,3057839
F2S4_160114_019_A01,1510143
F2S4_160114_019_B01,1312229
F2S4_160114_019_C01,1564134
F2S4_160114_019_D01,2160180
F2S4_160114_019_E01,2198629
F2S4_160114_019_F01,2132247
F2S4_160114_019_G01,1654646
F2S4_160114_019_H01,1418427
F2S4_160115_009_B01,1515186
F2S4_160115_009_C01,1151184
F2S4_160115_009_D01,2044654
F2S4_160115_009_E01,2235648
F2S4_160115_009_F01,1789942
F2S4_160115_009_G01,2355928
F2S4_160115_009_H01,1641990
F2S4_160115_010_A01,1823464
F2S4_160115_010_B01,1304001
F2S4_160115_010_C01,2028413
F2S4_160115_010_D01,1674998
F2S4_160115_010_E01,2056503
F2S4_160115_010_F01,1348995
F2S4_160115_010_G01,2041021
F2S4_160115_010_H01,1694555
F2S4_160115_013_A01,1193291
F2S4_160115_013_B01,1194529
F2S4_160115_013_D01,1713680
F2S4_160115_013_E01,1857209
F2S4_160115_013_F01,1826391
F2S4_160115_013_G01,1269670
F2S4_160115_013_H01,1345051
F2S4_160115_014_B01,1479900
F2S4_160115_014_C01,1090179
F2S4_160115_014_D01,1746044
F2S4_160115_014_E01,3525320
F2S4_160115_014_F01,1664164
F2S4_160115_014_G01,1036143
F2S4_160115_014_H01,1486350
F2S4_160115_028_A01,1371142
F2S4_160115_028_B01,1387560
F2S4_160115_028_C01,1409491
F2S4_160115_028_F01,1766269
F2S4_160115_028_G01,1783703
F2S4_160115_028_H01,1796619
F2S4_160115_029_A01,1487373
F2S4_160115_029_B01,1437410
F2S4_160115_029_C01,1262422
F2S4_160115_029_D01,1480923
F2S4_160115_029_E01,1397888
F2S4_160115_029_F01,1644233
F2S4_160115_029_G01,1952864
F2S4_160115_029_H01,1345470
F2S4_160119_001_A01,1395810
F2S4_160119_001_B01,1404930
F2S4_160119_001_C01,2028468
F2S4_160119_001_D01,1496356
F2S4_160119_001_E01,1389207
F2S4_160119_001_F01,1612434
F2S4_160119_001_G01,1320374
F2S4_160119_001_H01,1686948
F2S4_160119_002_A01,756857
F2S4_160119_002_B01,2334164
F2S4_160119_002_C01,1320475
F2S4_160119_002_D01,2047424
F2S4_160119_002_E01,1554577
F2S4_160119_002_F01,1907591
F2S4_160119_002_G01,1879948
F2S4_160119_002_H01,1614120
F2S4_160120_015_A01,1399432
F2S4_160120_015_B01,1367714
F2S4_160120_015_C01,1323628
F2S4_160120_015_D01,2100494
F2S4_160120_015_E01,2455639
F2S4_160120_015_F01,2301556
F2S4_160120_015_G01,1537440
F2S4_160120_015_H01,1772769
F2S4_160120_016_A01,1390954
F2S4_160120_016_B01,1662911
F2S4_160120_016_C01,1753734
F2S4_160120_016_D01,3406569
F2S4_160120_016_E01,1286029
F2S4_160120_016_F01,1660820
F2S4_160120_016_G01,3100096
F2S4_160120_016_H01,1839265
F2S4_160120_021_A01,1631517
F2S4_160120_021_B01,1619883
F2S4_160120_021_C01,2005772
F2S4_160120_021_D01,1895397
F2S4_160120_021_E01,1929369
F2S4_160120_021_F01,2783161
F2S4_160120_021_G01,2151139
F2S4_160120_021_H01,1616468
F2S4_160121_012_A01,1956522
F2S4_160121_012_C01,1755394
F2S4_160121_012_D01,1933533
F2S4_160121_012_E01,2263830
F2S4_160121_012_F01,1802810
F2S4_160121_012_G01,1649507
F2S4_160121_012_H01,2004214
F2S4_160121_013_A01,1519059
F2S4_160121_013_B01,1390078
F2S4_160121_013_C01,975906
F2S4_160121_013_D01,1799762
F2S4_160121_013_E01,1378836
F2S4_160121_013_F01,1667454
F2S4_160121_013_G01,1554846
F2S4_160121_013_H01,1457666
F2S4_160121_014_A01,1564008
F2S4_160121_014_B01,1301338
F2S4_160121_014_C01,1278779
F2S4_160121_014_D01,1821809
F2S4_160121_014_E01,1934416
F2S4_160121_014_F01,1506715
F2S4_160121_014_G01,1687235
F2S4_160121_014_H01,1020005
F2S4_160120_022_A01,1603236
F2S4_160120_022_B01,1672418
F2S4_160120_022_C01,1863109
F2S4_160120_022_D01,1724685
F2S4_160120_022_E01,1787408
F2S4_160120_022_F01,1855014
F2S4_160120_022_G01,1806675
F2S4_160120_022_H01,1869031
F2S4_160120_023_B01,1807144
F2S4_160120_023_C01,1481428
F2S4_160120_023_D01,1699201
F2S4_160120_023_E01,1675577
F2S4_160120_023_F01,1383537
F2S4_160120_023_G01,1829855
F2S4_160120_023_H01,1716425
F2S4_160120_024_A01,2227317
F2S4_160120_024_B01,1730874
F2S4_160120_024_C01,1392656
F2S4_160120_024_D01,1325931
F2S4_160120_024_E01,1714863
F2S4_160120_024_F01,1562271
F2S4_160120_024_G01,1546386
F2S4_160120_024_H01,1544426
F2S4_160120_025_A01,2276744
F2S4_160120_025_B01,2972888
F2S4_160120_025_C01,1469381
F2S4_160120_025_D01,1157667
F2S4_160120_025_E01,1000855
F2S4_160120_025_F01,1379170
F2S4_160120_025_G01,1265503
F2S4_160120_025_H01,1673503
F2S4_160120_026_A01,1771715
F2S4_160120_026_B01,1403323
F2S4_160120_026_C01,1403547
F2S4_160120_026_D01,1297988
F2S4_160120_026_E01,1285921
F2S4_160120_026_F01,1198980
F2S4_160120_026_G01,1418167
F2S4_160120_026_H01,1762740
F2S4_160120_027_A01,1893648
F2S4_160120_027_B01,1101609
F2S4_160120_027_C01,1267522
F2S4_160120_027_D01,1508321
F2S4_160120_027_E01,1479702
F2S4_160120_027_F01,1684123
F2S4_160120_027_G01,1503454
F2S4_160120_027_H01,1716807
F2S4_160120_028_A01,1588674
F2S4_160120_028_B01,1069904
F2S4_160120_028_C01,1490231
F2S4_160120_028_D01,1424460
F2S4_160120_028_E01,1726011
F2S4_160120_028_F01,1686274
F2S4_160120_028_G01,1380579
F2S4_160120_028_H01,1663044
F2S4_160121_010_A01,1845397
F2S4_160121_010_B01,1577830
F2S4_160121_010_C01,1371544
F2S4_160121_010_D01,1204674
F2S4_160121_010_E01,1356242
F2S4_160121_010_F01,1145624
F2S4_160121_010_G01,1546737
F2S4_160121_010_H01,1583459
F2S4_160121_011_A01,1315861
F2S4_160121_011_B01,1135936
F2S4_160121_011_C01,1439788
F2S4_160121_011_D01,1197698
F2S4_160121_011_E01,1321571
F2S4_160121_011_F01,2197792
F2S4_160121_011_G01,1710841
F2S4_160121_011_H01,1581760
F2S4_160121_017_A01,1371899
F2S4_160121_017_B01,1929944
F2S4_160121_017_C01,1307075
F2S4_160121_017_D01,1611920
F2S4_160121_017_E01,1459568
F2S4_160121_017_F01,1859956
F2S4_160121_017_G01,1554268
F2S4_160121_017_H01,1743574
F2S4_160121_018_A01,1955145
F2S4_160121_018_B01,1970264
F2S4_160121_018_C01,1754806
F2S4_160121_018_D01,1616142
F2S4_160121_018_E01,1597834
F2S4_160121_018_F01,2012596
F2S4_160121_018_G01,1621343
F2S4_160121_018_H01,1656191
F2S4_160121_019_A01,1930080
F2S4_160121_019_B01,1522378
F2S4_160121_019_C01,1536122
F2S4_160121_019_D01,1615225
F2S4_160121_019_E01,1579960
F2S4_160121_019_F01,1671145
F2S4_160121_019_G01,1805616
F2S4_160121_019_H01,1801227
F2S4_160126_005_A01,1860884
F2S4_160126_005_B01,1746413
F2S4_160126_005_C01,1610625
F2S4_160126_005_D01,1766170
F2S4_160126_005_E01,1385792
F2S4_160126_005_F01,1627652
F2S4_160126_005_G01,1892857
F2S4_160126_005_H01,1646210
F2S4_160126_006_A01,1579428
F2S4_160126_006_B01,1443837
F2S4_160126_006_C01,1297126
F2S4_160126_006_D01,1645652
F2S4_160126_006_E01,1623109
F2S4_160126_006_F01,1673886
F2S4_160126_006_G01,1654056
F2S4_160126_006_H01,1466301
F2S4_160126_011_A01,1338433
F2S4_160126_011_B01,1641200
F2S4_160126_011_C01,1778820
F2S4_160126_011_D01,2096272
F2S4_160126_011_E01,1571841
F2S4_160126_011_F01,2071417
F2S4_160126_011_G01,1807817
F2S4_160126_011_H01,1656996
F2S4_160126_012_A01,1393195
F2S4_160126_012_B01,1237952
F2S4_160126_012_C01,1577312
F2S4_160126_012_D01,1901560
F2S4_160126_012_E01,1540159
F2S4_160126_012_F01,1984622
F2S4_160126_012_G01,1529326
F2S4_160126_012_H01,1496459
F2S4_160127_019_A01,1643765
F2S4_160127_019_B01,1962480
F2S4_160127_019_C01,2066334
F2S4_160127_019_D01,2316433
F2S4_160127_019_E01,2446420
F2S4_160127_019_F01,2298359
F2S4_160127_019_G01,1826455
F2S4_160127_019_H01,1709257
F2S4_160127_020_E01,2523844
F2S4_160127_020_G01,1993197
F2S4_160127_020_H01,1737350
F2S4_160128_019_A01,1560208
F2S4_160128_019_B01,1523008
F2S4_160128_019_C01,1618122
F2S4_160128_019_D01,1973586
F2S4_160128_019_E01,2250854
F2S4_160128_019_F01,2085293
F2S4_160128_019_G01,1826466
F2S4_160128_019_H01,1642853
F2S4_160128_020_A01,1850911
F2S4_160128_020_B01,1798093
F2S4_160128_020_C01,1718807
F2S4_160128_020_D01,1793138
F2S4_160128_020_E01,2052457
F2S4_160128_020_F01,1812568
F2S4_160128_020_G01,1928170
F2S4_160128_020_H01,1639143
F2S4_160129_001_A01,1714724
F2S4_160129_001_B01,1836443
F2S4_160129_001_D01,1560865
F2S4_160129_001_E01,1176276
F2S4_160129_001_F01,1487933
F2S4_160129_001_G01,1639003
F2S4_160129_001_H01,1547407
F2S4_160129_002_A01,1508475
F2S4_160129_002_B01,1323124
F2S4_160129_002_D01,1388001
F2S4_160129_002_E01,1510839
F2S4_160129_002_F01,1440193
F2S4_160129_002_G01,1487979
F2S4_160129_002_H01,1265088
F2S4_160201_002_A01,1590002
F2S4_160201_002_B01,1721549
F2S4_160201_002_C01,1804511
F2S4_160201_002_D01,1758664
F2S4_160201_002_E01,1708432
F2S4_160201_002_F01,1788667
F2S4_160201_002_G01,1475454
F2S4_160201_002_H01,1653464
F2S4_160202_006_A01,1410886
F2S4_160202_006_B01,1453752
F2S4_160202_006_C01,1436286
F2S4_160202_006_D01,1338441
F2S4_160202_006_E01,1898491
F2S4_160202_006_F01,1302170
F2S4_160202_009_A01,1624913
F2S4_160202_009_B01,1866709
F2S4_160202_009_C01,1262088
F2S4_160202_009_D01,1729799
F2S4_160202_009_E01,1615611
F2S4_160202_009_F01,1258802
F2S4_160202_009_G01,1408882
F2S4_160202_009_H01,1436338
F2S4_160202_010_A01,1380638
F2S4_160202_010_B01,1130854
F2S4_160202_010_C01,1271170
F2S4_160202_010_D01,1265117
F2S4_160202_010_E01,970024
F2S4_160202_010_F01,1374091
F2S4_160202_010_G01,1176867
F2S4_160202_010_H01,1310945
F2S4_160202_011_A01,1395657
F2S4_160202_011_B01,1348509
F2S4_160202_011_C01,1434353
F2S4_160202_011_D01,1516271
F2S4_160202_011_E01,1354672
F2S4_160202_011_F01,1300944
F2S4_160202_011_G01,1234216
F2S4_160202_011_H01,1077177
F2S4_160202_012_A01,2254381
F2S4_160202_012_B01,1111791
F2S4_160202_012_C01,1603639
F2S4_160202_012_D01,1542498
F2S4_160202_012_E01,1281406
F2S4_160202_012_F01,1823637
F2S4_160202_012_G01,1391679
F2S4_160202_012_H01,1257584
F2S4_160202_013_A01,2083998
F2S4_160202_013_B01,1501469
F2S4_160202_013_C01,1311009
F2S4_160202_013_D01,1301930
F2S4_160202_013_E01,1473485
F2S4_160202_013_F01,1362927
F2S4_160202_013_G01,1040666
F2S4_160202_013_H01,1400186
F2S4_160204_013_A01,1266298
F2S4_160204_013_B01,1146462
F2S4_160204_013_C01,1095866
F2S4_160204_013_D01,1407002
F2S4_160204_013_E01,1429704
F2S4_160204_013_F01,1168983
F2S4_160204_013_G01,1125407
F2S4_160204_013_H01,1171785
F2S4_160204_014_A01,1527288
F2S4_160204_014_B01,1157558
F2S4_160204_014_C01,1350361
F2S4_160204_014_D01,1164415
F2S4_160204_014_E01,1310156
F2S4_160204_014_F01,1574370
F2S4_160204_014_G01,1690032
F2S4_160204_014_H01,1485576
F2S4_160204_022_A01,1555992
F2S4_160204_022_B01,1366112
F2S4_160204_022_C01,1333816
F2S4_160204_022_D01,1664873
F2S4_160204_022_E01,1506659
F2S4_160204_022_F01,1483892
F2S4_160204_022_G01,1810232
F2S4_160204_022_H01,1203078
F2S4_160204_023_A01,1185897
F2S4_160204_023_B01,1400554
F2S4_160204_023_C01,1319176
F2S4_160204_023_D01,1439657
F2S4_160204_023_E01,1513832
F2S4_160204_023_F01,1730952
F2S4_160204_023_G01,1394721
F2S4_160201_003_A01,1484673
F2S4_160201_003_B01,1116898
F2S4_160201_003_C01,1279252
F2S4_160201_003_D01,1065898
F2S4_160201_003_E01,1059446
F2S4_160201_003_F01,968432
F2S4_160201_003_G01,1315372
F2S4_160201_003_H01,1422004
F2S4_160202_014_A01,1511354
F2S4_160202_014_B01,994910
F2S4_160202_014_C01,1175447
F2S4_160202_014_D01,896120
F2S4_160202_014_E01,1126494
F2S4_160202_014_F01,1412021
F2S4_160202_014_G01,1265730
F2S4_160202_014_H01,1196552
F2S4_160202_015_A01,1009629
F2S4_160202_015_B01,1073304
F2S4_160202_015_C01,1120771
F2S4_160202_015_D01,1142446
F2S4_160202_015_E01,929106
F2S4_160202_015_F01,799628
F2S4_160202_015_G01,1194325
F2S4_160202_015_H01,1138050
F2S4_160204_019_A01,1525067
F2S4_160204_019_B01,827235
F2S4_160204_019_C01,904858
F2S4_160204_019_D01,1357442
F2S4_160204_019_E01,213544
F2S4_160204_019_F01,1946861
F2S4_160204_019_G01,922228
F2S4_160204_019_H01,909111
F2S4_160204_020_A01,1014876
F2S4_160204_020_B01,888537
F2S4_160204_020_C01,1129923
F2S4_160204_020_D01,857672
F2S4_160204_020_E01,788041
F2S4_160204_020_F01,859263
F2S4_160204_020_G01,831107
F2S4_160204_020_H01,873171
F2S4_160205_025_A01,1689849
F2S4_160205_025_B01,1928475
F2S4_160205_025_C01,1146298
F2S4_160205_025_D01,819745
F2S4_160205_025_F01,856273
F2S4_160205_025_G01,784296
F2S4_160205_025_H01,917554
F2S4_160205_026_A01,965470
F2S4_160205_026_B01,833480
F2S4_160205_026_C01,860278
F2S4_160205_026_D01,798519
F2S4_160205_026_E01,1227781
F2S4_160205_026_F01,942576
F2S4_160205_026_G01,931107
F2S4_160205_026_H01,1206259
F2S4_160205_027_A01,1023787
F2S4_160205_027_B01,1742511
F2S4_160205_027_C01,1639414
F2S4_160205_027_D01,1838028
F2S4_160205_027_E01,1443112
F2S4_160205_027_F01,1182462
F2S4_160205_027_G01,1799319
F2S4_160205_027_H01,841711
F2S4_160205_028_A01,1376359
F2S4_160205_028_B01,1531982
F2S4_160205_028_C01,1373577
F2S4_160205_028_D01,1462873
F2S4_160205_028_E01,1524614
F2S4_160205_028_F01,1656915
F2S4_160205_028_G01,1340363
F2S4_160205_028_H01,1525191
F2S4_160205_030_A01,1197363
F2S4_160205_030_B01,907457
F2S4_160205_030_C01,842915
F2S4_160205_030_D01,1002449
F2S4_160205_030_E01,1110078
F2S4_160205_030_F01,1561793
F2S4_160205_030_G01,1163539
F2S4_160205_030_H01,1438415
F2S4_160208_002_B01,1373980
F2S4_160208_002_F01,1637004
F2S4_160208_002_G01,1620365
F2S4_160202_003_A01,617843
F2S4_160202_003_B01,799077
F2S4_160202_003_C01,654960
F2S4_160202_003_D01,635140
F2S4_160202_003_E01,583287
F2S4_160202_003_F01,527501
F2S4_160202_003_G01,449995
F2S4_160202_003_H01,664711
F2S4_160202_004_A01,734770
F2S4_160202_004_B01,722763
F2S4_160202_004_C01,341607
F2S4_160202_004_D01,644405
F2S4_160202_004_E01,771473
F2S4_160202_004_F01,519385
F2S4_160202_004_G01,576443
F2S4_160202_004_H01,672652
F2S4_160202_005_A01,680389
F2S4_160202_005_B01,665138
F2S4_160202_005_C01,352854
F2S4_160202_005_D01,678403
F2S4_160202_005_E01,619717
F2S4_160202_005_F01,451154
F2S4_160202_005_G01,402344
F2S4_160202_005_H01,519096
F2S4_160204_015_A01,661774
F2S4_160204_015_B01,528948
F2S4_160204_015_C01,453105
F2S4_160204_015_D01,656806
F2S4_160204_015_E01,180734
F2S4_160204_015_F01,477292
F2S4_160204_015_G01,550685
F2S4_160204_015_H01,845501
F2S4_160204_016_A01,819648
F2S4_160204_016_B01,600917
F2S4_160204_016_C01,454224
F2S4_160204_016_D01,519400
F2S4_160204_016_E01,528818
F2S4_160204_016_F01,531698
F2S4_160204_016_G01,679190
F2S4_160204_016_H01,436783
F2S4_160205_023_A01,345542
F2S4_160205_023_B01,514532
F2S4_160205_023_C01,490298
F2S4_160205_023_D01,505046
F2S4_160205_023_E01,549743
F2S4_160205_023_F01,525678
F2S4_160205_023_G01,472552
F2S4_160205_023_H01,440993
F2S4_160205_024_A01,959884
F2S4_160205_024_B01,789522
F2S4_160205_024_C01,828159
F2S4_160205_024_D01,886805
F2S4_160205_024_E01,949910
F2S4_160205_024_F01,863589
F2S4_160205_024_G01,415851
F2S4_160205_024_H01,824147
F2S4_160205_032_A01,718656
F2S4_160205_032_B01,642898
F2S4_160205_032_C01,456747
F2S4_160205_032_D01,803402
F2S4_160205_032_E01,575229
F2S4_160205_032_F01,634006
F2S4_160205_032_G01,959970
F2S4_160205_032_H01,579439
F2S4_160205_033_A01,581489
F2S4_160205_033_B01,671412
F2S4_160205_033_C01,435221
F2S4_160205_033_D01,640407
F2S4_160205_033_E01,511693
F2S4_160205_033_F01,604044
F2S4_160205_033_G01,543652
F2S4_160205_033_H01,539744
F2S4_160205_034_A01,629575
F2S4_160205_034_B01,499242
F2S4_160205_034_C01,414387
F2S4_160205_034_D01,480427
F2S4_160205_034_E01,506938
F2S4_160205_034_F01,594174
F2S4_160205_034_G01,591584
F2S4_160205_034_H01,660322
F2S4_160205_035_A01,917370
F2S4_160205_035_B01,524635
F2S4_160205_035_C01,464637
F2S4_160205_035_D01,534252
F2S4_160205_035_E01,529354
F2S4_160205_035_F01,685999
F2S4_160205_035_G01,513758
F2S4_160205_035_H01,543392
F1S4_160108_007_A01,1603385
F1S4_160108_007_B01,1531391
F1S4_160108_007_C01,1192432
F1S4_160108_007_D01,1234964
F1S4_160108_007_E01,1790695
F1S4_160108_007_F01,1335565
F1S4_160108_007_G01,1396225
F1S4_160108_007_H01,1240000
F2S4_160113_012_A01,1658964
F2S4_160113_012_B01,1042040
F2S4_160113_012_C01,1105957
